venue_name,venue_id,city_name,n_events,n_artists,first_event,last_event
RNB RADAR,43d04f1b,Los Angeles,1,1,2020-03-01,2020-03-01
Rod & Hammer Rock,23d10c2f,San Luis Obispo,1,1,2018-11-13,2018-11-13
The Museum of Art and History,5bdeef38,Lancaster,1,1,2020-04-25,2020-04-25
Spicy Vines Winery,23d260cf,Healdsburg,1,1,2018-12-08,2018-12-08
Private Venue,2bd054c6,San Ramon,1,1,2020-03-18,2020-03-18
Vans HQ,43d237d3,Costa Mesa,1,1,2018-10-10,2018-10-10
Nathaniel Bohemian's,1bdf89ec,Eagle Rock,1,1,2019-08-24,2019-08-24
Arena Ultra Lounge,33d1b4bd,Los Angeles,1,1,2018-08-27,2018-08-27
Eureka Theater,53d64b01,Eureka,1,1,2019-11-23,2019-11-23
Papermill Creek Saloon,4bd0c756,Forest Knolls,1,1,2022-12-11,2022-12-11
Sun City Lincoln Hills Amphitheater,4bd39f42,Lincoln,1,1,2019-09-20,2019-09-20
Minnow Arts,23d068eb,Santa Cruz,1,1,2022-09-02,2022-09-02
American Legion Hall,5bd02fac,Lancaster,1,1,2019-08-31,2019-08-31
Arion Press,33deac25,San Francisco,1,1,2022-11-06,2022-11-06
Willits Community Center,2bd204ca,Willits,1,1,2019-11-24,2019-11-24
Stirring Coffeehouse,13de59ad,Redding,1,1,2022-11-20,2022-11-20
Los Angeles Theater,1bd129a0,Los Angeles,1,1,2019-11-23,2019-11-23
Newport Civic Center,73d1ba71,Newport Beach,1,1,2022-09-18,2022-09-18
The Saddle Rack,3bd784c4,Fremont,1,1,2019-08-29,2019-08-29
Private Venue,73d05205,Lancaster,1,1,2022-10-28,2022-10-28
Barone's Restaurant,3bd07810,Pleasanton,1,1,2019-09-19,2019-09-19
Silverado Country Club,3bd064f4,Napa,1,1,2022-09-17,2022-09-17
Presidio Theatre,4bd3cfde,San Francisco,1,1,2019-10-18,2019-10-18
Dark Thirty (house concerts),33d06021,Lakeside,1,1,2022-09-25,2022-09-25
The Krush Backyard,53d3eb6d,Santa Rosa,1,1,2019-09-19,2019-09-19
American Legion Hall 206,53d5d3f5,Los Angeles,1,1,2022-11-18,2022-11-18
We are hear records,5bd3db64,Los Angeles,1,1,2019-09-13,2019-09-13
Building 43,73d04241,Alameda,1,1,2022-12-09,2022-12-09
Marin Country Mart,6bd232ae,Larkspur,1,1,2019-12-13,2019-12-13
KQED Studios,43d64fc3,San Francisco,1,1,2022-09-15,2022-09-15
Wind River,5bd12744,Santa Cruz,1,1,2019-11-02,2019-11-02
Hollywood Pantages Theatre,53d1bfb9,Los Angeles,1,1,2022-12-23,2022-12-23
Stone Vintage Music Boutique,2bd1c49a,West Sacramento,1,1,2019-11-30,2019-11-30
Chinatown,63d2fa77,Los Angeles,1,1,2022-10-28,2022-10-28
World Theater,4bd3df52,Seaside,1,1,2019-10-19,2019-10-19
The Inn at Spanish Bay,1bd02d4c,Pebble Beach,1,1,2022-10-16,2022-10-16
The Yountville Boogie,33d328cd,Yountville,1,1,2019-11-16,2019-11-16
The Union,33d0fc55,Oroville,1,1,2022-11-11,2022-11-11
The Chlorophyll Cave,5bd3b3e4,San Luis Obispo,1,1,2018-11-10,2018-11-10
The Crac Brewery,63d0565f,Carson,1,1,2022-10-08,2022-10-08
Beaumont's Eatery,13d069e5,La Jolla,1,1,2021-12-31,2021-12-31
Maranatha Chapel,6bd31256,San Diego,1,1,2022-12-11,2022-12-11
Battleship USS Iowa Museum,3bd394d0,San Pedro,1,1,2018-09-01,2018-09-01
Palos Verdes Performing Arts,33d398a5,Rolling Hills Estates,1,1,2022-12-10,2022-12-10
Canyon Sessions,bd1b982,Los Angeles,1,1,2018-08-11,2018-08-11
1078 Gallery,3d4c52f,Chico,1,1,2019-11-24,2019-11-24
Levi's Plaza,23d2d46b,San Francisco,1,1,2018-09-19,2018-09-19
Fender Offices,bd2c536,Los Angeles,1,1,2019-10-16,2019-10-16
Duffy's Tavern,7bd4f6b8,Chico,1,1,2018-08-11,2018-08-11
Montgomery Theater,7bd5ae4c,San Jose,1,1,2022-10-05,2022-10-05
Liberty Park,53d13f95,Los Angeles,1,1,2018-09-30,2018-09-30
LA Contemporary Archive,4bd1273a,Los Angeles,1,1,2019-11-04,2019-11-04
School Night!,3bd47c84,Los Angeles,1,1,2018-10-15,2018-10-15
"",6bd736fa,Arcata,1,1,2019-10-14,2019-10-14
The Blue Beet,7bd21274,Newport Beach,1,1,2018-08-16,2018-08-16
Halftime Bar and Grill,5bd4fbd8,Rocklin,1,1,2020-01-18,2020-01-18
Trencher,13df89e9,Los Angeles,1,1,2018-08-19,2018-08-19
"",1bd43d94,Redding,1,1,2020-06-12,2020-06-12
El Faces Nightclub,33d4f4a5,Sacramento,1,1,2018-09-02,2018-09-02
TRUTH Nightclub,43d0cf8b,El Centro,1,1,2019-10-26,2019-10-26
Regal Inn,13d4f9cd,Lakewood,1,1,2018-09-14,2018-09-14
Pearl Hour,1bd33114,Monterey,1,1,2020-01-18,2020-01-18
Rescue Brewing Company,2bd3e086,Upland,1,1,2018-12-07,2018-12-07
Beats 1 Radio,33d3e871,Los Angeles,1,1,2019-09-15,2019-09-15
California Academy of Sciences,73d7f2c9,San Francisco,1,1,2018-10-11,2018-10-11
The Red Room,2bd3c0ae,Santa Cruz,1,1,2019-10-09,2019-10-09
La Cave,bd32d6a,Madera,1,1,2018-10-19,2018-10-19
"",6bd29a62,Joshua Tree,1,1,2020-11-18,2020-11-18
White Horse Bar,73d2cab9,Oakland,1,1,2018-10-27,2018-10-27
First Assembly of God,33d56c11,Victorville,1,1,2020-01-12,2020-01-12
Studio 106,13d3f515,Los Angeles,1,1,2018-10-12,2018-10-12
"Sticky Rice, Echo Park",1bd3d1a4,Los Angeles,1,1,2019-08-15,2019-08-15
Rossmoor Event Center,1bd39550,Walnut Creek,1,1,2018-12-23,2018-12-23
Parrasch Heijnen Gallery,7bd32e44,Los Angeles,1,1,2020-02-15,2020-02-15
The Record Parlour,1bd44d2c,Los Angeles,1,1,2018-08-15,2018-08-15
District Recorders,bd35d0e,San Jose,1,1,2020-07-25,2020-07-25
San Francisco Public Library,63d3dabf,San Francisco,1,1,2018-10-20,2018-10-20
El Campanil Theatre,53d33f11,Antioch,1,1,2019-12-15,2019-12-15
Vista Valencia Golf Course,1bd2698c,Santa Clarita,1,1,2018-11-10,2018-11-10
Gold Pacific Studios,43d1df33,Newport Beach,1,1,2020-11-11,2020-11-11
Buffalo Club,3bd278b8,Los Angeles,1,1,2018-10-17,2018-10-17
Tower Bridge,6bd3464a,Sacramento,1,1,2020-12-19,2020-12-19
Wild 'n Out,bd52166,Los Angeles,1,1,2019-08-18,2019-08-18
Gothard Sound Studios,73d11a95,Huntington Beach,1,1,2020-12-09,2020-12-09
Burger Records,3d3f5cb,Fullerton,1,1,2019-08-16,2019-08-16
Brisbane Community Park,53d3fb69,Brisbane,1,1,2019-08-17,2019-08-17
Hyatt Regency La Jolla,3bd270dc,San Diego,1,1,2018-11-02,2018-11-02
The Yard Theatre,53d0d329,Los Angeles,1,1,2021-12-18,2021-12-18
Brewyard Beer Company,33d27075,Glendale,1,1,2018-11-02,2018-11-02
st marks lutheran church,73d09ab1,San Francisco,1,1,2020-12-06,2020-12-06
San Ramon Marriott,43d33f17,San Ramon,1,1,2019-11-01,2019-11-01
Private Venue,5bd3531c,Carmel-by-the-Sea,1,1,2020-10-03,2020-10-03
Esports Arena,13d3f575,Santa Ana,1,1,2018-08-25,2018-08-25
The Tubes,73d06a01,Oakland,1,1,2020-03-14,2020-03-14
Downtown Millbrae,4bd1bfda,Millbrae,1,1,2018-09-02,2018-09-02
Rock City Studios,53dfa795,Camarillo,1,1,2020-02-08,2020-02-08
Sevilla Nightclub,73d47215,San Diego,1,1,2018-09-06,2018-09-06
Salesforce Park,3bd3ec70,San Francisco,1,1,2019-09-11,2019-09-11
Joan and Sanford I. Weill Hall,1bd765c4,Rohnert Park,1,1,2018-11-11,2018-11-11
Moment House,2bd0e042,Los Angeles,1,1,2021-11-29,2021-11-29
Blackwater Cafe,43d37343,Stockton,1,1,2019-09-17,2019-09-17
Black Knight Lounge,2bd35482,Costa Mesa,1,1,2020-10-03,2020-10-03
Hermosa Beach Municipal Pier,3bd3a0bc,Hermosa Beach,1,1,2018-08-19,2018-08-19
Regime Contemporary Gallery,4bd3df7a,Los Angeles,1,1,2019-10-17,2019-10-17
Lucky Strike,1bd5bd68,Los Angeles,1,1,2019-10-31,2019-10-31
Roscoe's Seabird Jazz Lounge,33d520e1,Long Beach,1,1,2020-06-19,2020-06-19
A Foreigner Operation,7bd34214,Los Angeles,1,1,2018-11-10,2018-11-10
Saint Joseph's Church,53d3d795,San Francisco,1,1,2019-11-01,2019-11-01
Andrews Hall,33d43459,Sonoma,1,1,2018-12-13,2018-12-13
Kingsburg High School Little Theater,3bd32020,Kingsburg,1,1,2020-03-07,2020-03-07
"",13d4191d,San Rafael,1,1,2018-08-18,2018-08-18
Natural History Museum of Los Angeles,3d6d943,Los Angeles,1,1,2020-03-07,2020-03-07
Private Venue,4bd1f3de,Petaluma,1,1,2018-10-27,2018-10-27
Dream Inn,23d314af,Santa Cruz,1,1,2020-10-31,2020-10-31
Shapeshifters Cinema,3bd35080,Oakland,1,1,2019-12-06,2019-12-06
Town Hall,bd00552,Quincy,1,1,2021-12-05,2021-12-05
Pier 30/32,43d63f73,San Francisco,1,1,2018-08-18,2018-08-18
Ebullition Brew Works and Live Music,43d0cb3b,San Diego,1,1,2021-12-18,2021-12-18
Armstrong Redwoods Forest Theater,1bd209f0,Guerneville,1,1,2018-09-16,2018-09-16
UnCabaret,33de4c15,Los Angeles,1,1,2019-09-08,2019-09-08
San Buenaventura State Beach,7bd392dc,Ventura,1,1,2019-09-21,2019-09-21
Molloy's Tavern,13d03555,Colma,1,1,2021-12-30,2021-12-30
"Salt Creek Beach Tent, Ritz Carlton",53d4eb9d,Laguna Niguel,1,1,2018-08-16,2018-08-16
Five Window Beer Company,6bd0d6a2,Lodi,1,1,2021-12-10,2021-12-10
Omnia Nightclub,bd5a15e,San Diego,1,1,2019-09-01,2019-09-01
Mission Bay Park,63d0f2f7,San Diego,1,1,2022-09-24,2022-09-24
Los Angeles Biergarten,7bd20e44,Los Angeles,1,1,2018-09-14,2018-09-14
Book Passage,3d255bf,Corte Madera,1,1,2022-10-17,2022-10-17
Al Taproom,2bd2049e,Oakland,1,1,2018-08-24,2018-08-24
Seven Bar & Kitchen,5bd3efe4,Santa Barbara,1,1,2019-09-11,2019-09-11
Warner Center Marriott,53d0efe9,Los Angeles,1,1,2019-10-12,2019-10-12
Drop84,7bd052d8,Berkeley,1,1,2022-09-12,2022-09-12
SIR Rehearsal Studios,6bd2f612,Los Angeles,1,1,2019-09-26,2019-09-26
Dizzy's,1bd50184,San Diego,1,1,2019-08-18,2019-08-18
Ricardo Montalban Theatre,1bd7fdd8,Los Angeles,1,1,2022-11-08,2022-11-08
The Chapel,5bd01b14,Irvine,1,1,2020-02-05,2020-02-05
Anderson River Park,2bd234fe,Anderson,1,1,2019-09-14,2019-09-14
Outer Sunset Farmers Market & Mercantile,43d0b36b,San Francisco,1,1,2022-09-17,2022-09-17
Historic Downtown Truckee,6bd0e2ba,Truckee,1,1,2019-08-15,2019-08-15
The Golden Squirrel,43d17bc7,Oakland,1,1,2022-09-10,2022-09-10
Private Venue,43d3634b,Santa Cruz,1,1,2022-11-06,2022-11-06
The Marjorie Luke Theatre,43d50b8b,Santa Barbara,1,1,2022-12-08,2022-12-08
The Hollywood Comedy,63d04e87,Los Angeles,1,1,2022-10-01,2022-10-01
Bram Goldsmith Theater,53d47b0d,Beverly Hills,1,1,2019-09-21,2019-09-21
Chico Watanabe House of Mouse,73d3d66d,Chico,1,1,2019-10-19,2019-10-19
Sunny Hill House,3bd10c20,Petaluma,1,1,2022-11-10,2022-11-10
Kern County Fairgrounds,5bd70b80,Bakersfield,1,1,2022-09-29,2022-09-29
The Gardens on El Paseo,6bd212f2,Palm Desert,1,1,2022-12-30,2022-12-30
Beckman Auditorium,4bd39bf6,Pasadena,1,1,2022-10-29,2022-10-29
"",4bd1af06,Angwin,1,1,2022-09-10,2022-09-10
Sagebrush Cantina,bd095b6,Calabasas,1,1,2022-10-08,2022-10-08
The Whiskey Tip,33dee8bd,Santa Rosa,1,1,2022-10-01,2022-10-01
Pine Street Bar,43d39f37,Livermore,1,1,2018-08-18,2018-08-18
Central Park at Mill Creek,53d073b1,Bakersfield,1,1,2022-08-25,2022-08-25
Cascade Room Event Hall,4bd39f8e,McCloud,1,1,2018-10-04,2018-10-04
Stone Junction,63d0164f,Garberville,1,1,2022-08-24,2022-08-24
"",1bd7553c,Santa Rosa,1,1,2022-09-02,2022-09-02
The Atomic Garden,4bd357ba,Oakland,1,1,2020-08-13,2020-08-13
The Conrad,53d01b1d,La Jolla,1,1,2022-10-22,2022-10-22
American Idol,3d60df3,Los Angeles,1,1,2020-05-17,2020-05-17
"",1bd2a148,Fairfax,1,1,2019-09-13,2019-09-13
David Henry Hwang Theater,63ded6d7,Los Angeles,1,1,2020-01-26,2020-01-26
The Wicked Shamrock,2bd0e4fe,Lompoc,1,1,2022-11-25,2022-11-25
House Show,7bd1769c,Santa Cruz,1,1,2022-10-08,2022-10-08
Hatch Workshop,3bd1f474,Stockton,1,1,2022-10-22,2022-10-22
"Indian Wells Theatre, CSUSB Csmpus",63d3d6cf,Palm Springs,1,1,2019-10-05,2019-10-05
The Pub,6bd24e7a,Ukiah,1,1,2019-10-08,2019-10-08
"1493 Egbert Avenue, Bayview Hunters Point",53d3df61,San Francisco,1,1,2018-10-20,2018-10-20
"",43d657c3,Pasadena,1,1,2019-10-12,2019-10-12
Tio Leo's Mexican Restaurant,33d46099,San Diego,1,1,2020-01-31,2020-01-31
Tap & Vine,7bde2e44,Auburn,1,1,2022-09-03,2022-09-03
Downtown Riverside Stage,63d51ac7,Riverside,1,1,2019-10-26,2019-10-26
Kalabash School of Music and the Arts,63d3d263,La Jolla,1,1,2022-09-22,2022-09-22
Redrum Studio,73d316f1,Los Angeles,1,1,2020-04-08,2020-04-08
Capital Christian Center,53d7fbb5,Sacramento,1,1,2022-12-08,2022-12-08
Jared Leto's house,13d2091d,Los Angeles,1,1,2018-09-17,2018-09-17
California Botanic Garden,53d04fa9,Claremont,1,1,2022-11-13,2022-11-13
Tribal Cafe,13d779e9,Los Angeles,1,1,2020-03-20,2020-03-20
Hoopa Valley High School,13d05945,Hoopa,1,1,2022-10-12,2022-10-12
His House,63d55613,Los Angeles,1,1,2020-04-29,2020-04-29
BL Dancehall and Saloon,3d03d1b,Agoura Hills,1,1,2022-08-26,2022-08-26
The Other Place,7bd5bef0,Modesto,1,1,2018-12-08,2018-12-08
The Stone House,7bd25a14,Nevada City,1,1,2022-10-14,2022-10-14
Wave Rave,43d02fab,Mammoth Lakes,1,1,2020-02-11,2020-02-11
Abbott Square,63d1f2bb,Santa Cruz,1,1,2022-12-04,2022-12-04
Bar Pink,53d61ba9,San Diego,1,1,2018-09-14,2018-09-14
Dublab,3bd4d4a4,Los Angeles,1,1,2022-12-19,2022-12-19
Triple Rock Brewery,33d27015,Berkeley,1,1,2018-11-06,2018-11-06
Irvine Bowl Park,73d29ad9,Laguna Beach,1,1,2018-12-08,2018-12-08
Private Venue,2bd3a4fa,Chula Vista,1,1,2020-05-24,2020-05-24
Blue Owl,1bd061b0,Santa Barbara,1,1,2022-09-18,2022-09-18
Hong Kong Inn,33d35899,Ventura,1,1,2020-02-21,2020-02-21
South Central Farm,43d32797,Los Angeles,1,1,2022-11-27,2022-11-27
Lucille's Smokehouse Bar-B-Que,33d358a9,Long Beach,1,1,2018-12-08,2018-12-08
Private Venue,63ded29f,Buena Park,1,1,2019-10-09,2019-10-09
Rafters Restaurant & Lounge,43d39fe7,Mammoth Lakes,1,1,2018-11-08,2018-11-08
Santa Lucia Preserve,53dfabbd,Carmel-by-the-Sea,1,1,2022-09-10,2022-09-10
The Game Awards 2018,13de094d,Los Angeles,1,1,2018-12-06,2018-12-06
The Escondite,3d4d557,Los Angeles,1,1,2018-09-21,2018-09-21
Spancky's Bar,1bd4e53c,Cotati,1,1,2018-10-13,2018-10-13
Private Venue,33d0e0c9,Rancho Santa Fe,1,1,2022-08-26,2022-08-26
33rd Street Stage,13d4b595,San Diego,1,1,2018-09-29,2018-09-29
PianoFight,33d2bc0d,San Francisco,1,1,2019-08-22,2019-08-22
Hertz Hall,63d4c667,Berkeley,1,1,2020-01-31,2020-01-31
The Last Call,6bd07e82,Los Angeles,1,1,2022-10-07,2022-10-07
Del Mar Town Hall,73d32ecd,Del Mar,1,1,2020-02-13,2020-02-13
Orpheum Theatre,1bd6c9c4,San Francisco,1,1,2022-11-12,2022-11-12
Union Jewel,43d263e3,Los Angeles,1,1,2018-11-16,2018-11-16
The Grange,1bd3f16c,Orangevale,1,1,2019-08-16,2019-08-16
Adelphia Studios,23d2c8ef,East Los Angeles,1,1,2020-12-26,2020-12-26
St. Charles Borromeo Church,1bd1b900,Los Angeles,1,1,2022-12-23,2022-12-23
969 Market,73df9ea1,San Francisco,1,1,2018-09-29,2018-09-29
Yolo Nightclub,33d1eca1,San Francisco,1,1,2022-11-25,2022-11-25
"",7bd35eac,Garden Grove,1,1,2022-10-28,2022-10-28
Greater Emmanuel Temple Church,13d3c5f9,Lynwood,1,1,2019-12-01,2019-12-01
Guitar Center,23d20cff,San Diego,1,1,2018-09-13,2018-09-13
Surf Ranch,6bd3ea2a,Lemoore,1,1,2019-09-21,2019-09-21
Sculpterra Winery,53d20715,Paso Robles,1,1,2018-12-16,2018-12-16
Onassis LA,43d037af,Los Angeles,1,1,2020-03-07,2020-03-07
"",7bd35618,Avalon,1,1,2020-10-07,2020-10-07
Mixone Sound Productions,3bd344e0,Orange County,1,1,2020-12-12,2020-12-12
The Standing Room,1bd5d1f8,Hermosa Beach,1,1,2018-11-21,2018-11-21
The Yard,13d331d9,Los Angeles,1,1,2020-01-25,2020-01-25
"",6bd28a76,Yuba City,1,1,2020-11-17,2020-11-17
NRG Castle,3d13d5b,Los Angeles,1,1,2021-12-03,2021-12-03
Russian River Brewing Company,2bd014f6,Santa Rosa,1,1,2020-01-11,2020-01-11
Grace Banquet Hall,bdfa182,San Jose,1,1,2020-01-19,2020-01-19
A Studio City Parking Lot,23d0b4fb,Los Angeles,1,1,2020-05-20,2020-05-20
Lighthouse Restaurant & Bar,43d06be7,Canyon Lake,1,1,2022-08-27,2022-08-27
Tamarack,7bd056d8,Oakland,1,1,2020-01-31,2020-01-31
Buck Wild Brewing,1bd08594,Oakland,1,1,2021-12-17,2021-12-17
The Barn 2.0,5bdf8b58,Kelseyville,1,1,2018-12-01,2018-12-01
Private Venue,13d351e5,Morgan Hill,1,1,2020-10-22,2020-10-22
Awaken Cafe,3bd46840,Oakland,1,1,2018-11-02,2018-11-02
The Greenway Amphitheatre,73d04e8d,Los Angeles,1,1,2022-11-13,2022-11-13
104.3 MYfm,4bd24766,Los Angeles,1,1,2018-08-21,2018-08-21
El Dorado Saloon & Grill,33dfb85d,El Dorado Hills,1,1,2020-03-14,2020-03-14
The New Vic Theater,43d07b5f,Santa Barbara,1,1,2020-08-29,2020-08-29
Ocean Institute,33d35c55,Dana Point,1,1,2020-09-12,2020-09-12
Marriott Rancho Las Palmas Resort,63d0caa7,Rancho Mirage,1,1,2019-10-28,2019-10-28
Two Harbors Beach,bd355ea,Santa Catalina Island,1,1,2020-10-08,2020-10-08
Strangers,53d5af51,El Centro,1,1,2019-12-30,2019-12-30
906 World Cultural Center,13d36945,San Francisco,1,1,2020-01-16,2020-01-16
Geyser Peak Winery,6bd29e02,Healdsburg,1,1,2019-08-17,2019-08-17
Rust Rehearsal Space,6bd356b6,San Francisco,1,1,2020-09-30,2020-09-30
The Bates Oasis,3bd3e830,Chico,1,1,2019-09-14,2019-09-14
Fitzgeralds,53d49331,Huntington Beach,1,1,2020-02-21,2020-02-21
The Fret House,3bd3b8e4,Covina,1,1,2019-08-23,2019-08-23
Mxxnshine Records,2bd1a002,Whittier,1,1,2020-11-08,2020-11-08
Upright Citizen,4bd1a75a,Chula Vista,1,1,2019-11-11,2019-11-11
Grand Annex,53d2fb9d,San Pedro,1,1,2020-04-18,2020-04-18
Mendocino Environmental Center,13d3ddd5,Ukiah,1,1,2019-10-12,2019-10-12
Old Town Temecula Community Theater,43d327d3,Temecula,1,1,2020-02-28,2020-02-28
Jewish Community Center of San Francisco,7bd45efc,San Francisco,1,1,2019-11-12,2019-11-12
Private Venue,2bdf8476,Landers,1,1,2020-10-24,2020-10-24
Geary Theater,2bd13806,San Francisco,1,1,2019-12-31,2019-12-31
USC Surf Haus,43d013f3,Los Angeles,1,1,2020-02-21,2020-02-21
First Baptist Church,23d55cbf,Merced,1,1,2020-03-05,2020-03-05
Private Venue,13d36141,Big Bear Lake,1,1,2020-08-12,2020-08-12
Edgemar Center for the Arts,3bd334bc,Santa Monica,1,1,2020-01-18,2020-01-18
1441,13d02d95,Burbank,1,1,2020-03-07,2020-03-07
Forli Restaurant,6bd186f2,Alamo,1,1,2022-09-08,2022-09-08
The Saucepot,43d15b83,San Luis Obispo,1,1,2020-11-21,2020-11-21
Creekside Christian Church,33d32021,Elk Grove,1,1,2020-03-06,2020-03-06
International Agri-Center,23d390ab,Tulare,1,1,2020-11-14,2020-11-14
Fairfax Theater,bd3a15a,Los Angeles,1,1,2020-02-06,2020-02-06
Hully Gully,53d5efc5,Downey,1,1,2019-10-11,2019-10-11
Tri-School Theatre,33d3a4bd,Anaheim,1,1,2020-01-18,2020-01-18
"Studio A, Capitol Records",6bd55eaa,Los Angeles,1,1,2020-04-17,2020-04-17
Gold Lion Arts,53d5b725,Sacramento,1,1,2020-02-07,2020-02-07
Four Fools Winery,23d15cdb,Rodeo Marina,1,1,2019-08-17,2019-08-17
UCLA Radio,6bd3ae6e,Los Angeles,1,1,2019-10-11,2019-10-11
Busby's East,53d46b99,Los Angeles,1,1,2019-11-15,2019-11-15
Deli-Licious,2bd15c82,Huntington Beach,1,1,2019-11-08,2019-11-08
Summerset IV,4bd3d3c2,Brentwood,1,1,2019-11-10,2019-11-10
Village Theatre & Art Gallery,43d3a7c3,Danville,1,1,2019-09-29,2019-09-29
Barmageddon,3d339af,Tulare,1,1,2019-12-14,2019-12-14
Feinstein's at Vitello's,1bd3c1e8,Los Angeles,1,1,2019-12-19,2019-12-19
The Tip Top Club and Bar,3d3a57b,Eureka,1,1,2019-08-16,2019-08-16
Pauma Pavilion,5bd39b34,Pauma Valley,1,1,2020-02-22,2020-02-22
